Document No_,Line No_,Sell-to Customer No_,Type,No_,Location Code,Posting Date,Shipment Date,Description_x,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),Line Discount _,Line Discount Amount,Amount,Amount Including VAT,Item Category Code_x,Tipo,Buy-from Vendor No_,Expected Receipt Date,Unit Cost,Description_y,Base Unit of Measure,Item Category Code_y,Cantidad en Inventario
103170,30000,30000.0,2,1972-S,,2023-01-29,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,4.0,191.0,148.9,0.0,0.0,764.0,764.0,SILLA,Venta,,,,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
103170,40000,30000.0,2,1996-S,,2023-01-29,2023-04-16,"ATLANTA Whiteboard, base",Piece,3.0,1404.3,1095.3,0.0,0.0,4212.9,4212.9,VARIOS,Venta,,,,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
103171,10000,50000.0,2,1920-S,,2023-01-31,2023-04-16,Mesa de conferencia AMBERES,Unidad,3.0,651.1,508.0,0.0,0.0,1953.3,2363.49,ESCRITORIO,Venta,,,,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
103171,20000,50000.0,2,1988-S,,2023-01-31,2023-04-16,"Silla inv. SEUL, roja",Unidad,4.0,193.7,151.1,0.0,0.0,774.8,937.51,SILLA,Venta,,,,"Silla inv. SEUL, roja",UDS,SILLA,0.0
103172,10000,30000.0,2,1960-S,,2023-02-01,2023-04-16,"ROME Guest Chair, green",Piece,1.0,193.7,151.1,0.0,0.0,193.7,193.7,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103172,20000,30000.0,2,2000-S,,2023-02-01,2023-04-16,"SYDNEY Swivel Chair, green",Piece,5.0,191.0,148.9,0.0,0.0,955.0,955.0,SILLA,Venta,,,,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
103173,10000,20000.0,2,1928-S,,2023-02-17,2023-04-16,Lámpara ÁMSTERDAM,Unidad,3.0,55.2,43.1,0.0,0.0,165.6,200.38,VARIOS,Venta,,,,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
103174,10000,10000.0,2,1960-S,,2023-02-17,2023-04-16,"Silla inv. ROMA, verde",Unidad,4.0,193.7,151.1,0.0,0.0,774.8,937.51,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103175,10000,30000.0,2,1988-S,,2023-02-19,2023-04-16,"SEOUL Guest Chair, red",Piece,2.0,193.7,151.1,0.0,0.0,387.4,387.4,SILLA,Venta,,,,"Silla inv. SEUL, roja",UDS,SILLA,0.0
103176,10000,40000.0,2,1960-S,,2023-02-20,2023-04-16,"Silla inv. ROMA, verde",stück,2.0,193.7,151.1,0.0,0.0,387.4,387.4,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103177,10000,20000.0,2,1900-S,,2023-02-21,2023-04-16,"Silla inv. PARÍS, negra",Unidad,6.0,193.7,151.1,0.0,0.0,1162.2,1406.26,SILLA,Venta,,,,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
103177,20000,20000.0,2,1964-S,,2023-02-21,2023-04-16,"Silla inv. TOKIO, azul",Unidad,5.0,193.7,151.1,0.0,0.0,968.5,1171.89,SILLA,Venta,,,,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
103177,30000,20000.0,2,1980-S,,2023-02-21,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,3.0,191.0,148.9,0.0,0.0,573.0,693.33,SILLA,Venta,,,,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
103178,10000,10000.0,2,1896-S,,2023-02-21,2023-04-16,Escritorio ATENAS,Unidad,8.0,1005.8,784.6,0.0,0.0,8046.4,9736.14,MESA,Venta,,,,Escritorio ATENAS,UDS,MESA,4.0
103178,20000,10000.0,2,1972-S,,2023-02-21,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,2.0,191.0,148.9,0.0,0.0,382.0,462.22,SILLA,Venta,,,,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
103178,30000,10000.0,2,1996-S,,2023-02-21,2023-04-16,"Pizarra ATLANTA, base",Unidad,6.0,1404.3,1095.3,0.0,0.0,8425.8,10195.22,VARIOS,Venta,,,,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
103179,10000,50000.0,2,1906-S,,2023-02-22,2023-04-16,Pedestal móvil ATENAS,Unidad,10.0,435.8,339.9,0.0,0.0,4358.0,5273.18,ESCRITORIO,Venta,,,,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
103179,20000,50000.0,2,1968-S,,2023-02-22,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,2.0,191.0,148.9,0.0,0.0,382.0,462.22,SILLA,Venta,,,,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
103180,10000,40000.0,2,1908-S,,2023-02-24,2023-04-16,"Silla giratoria LONDRES, azul",stück,6.0,191.0,148.9,0.0,0.0,1146.0,1146.0,SILLA,Venta,,,,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
103180,20000,40000.0,2,1920-S,,2023-02-24,2023-04-16,Mesa de conferencia AMBERES,stück,3.0,651.1,508.0,0.0,0.0,1953.3,1953.3,ESCRITORIO,Venta,,,,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
103180,30000,40000.0,2,1968-S,,2023-02-24,2023-04-16,"Silla giratoria MÉXICO, negra",stück,4.0,191.0,148.9,0.0,0.0,764.0,764.0,SILLA,Venta,,,,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
103180,40000,40000.0,2,1980-S,,2023-02-24,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,0.0,0.0,191.0,191.0,SILLA,Venta,,,,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
103181,10000,20000.0,2,1900-S,,2023-02-25,2023-04-16,"Silla inv. PARÍS, negra",Unidad,6.0,193.7,151.1,0.0,0.0,1162.2,1406.26,SILLA,Venta,,,,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
103182,10000,30000.0,2,1896-S,,2023-02-25,2023-04-16,ATHENS Desk,Piece,7.0,1005.8,784.6,0.0,0.0,7040.6,7040.6,MESA,Venta,,,,Escritorio ATENAS,UDS,MESA,4.0
103182,20000,30000.0,2,1928-S,,2023-02-25,2023-04-16,Lámpara giratoria roja,Piece,10.0,55.2,43.1,0.0,0.0,552.0,552.0,VARIOS,Venta,,,,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
103182,30000,30000.0,2,1936-S,,2023-02-25,2023-04-16,"BERLIN Guest Chair, yellow",Piece,11.0,193.7,151.1,0.0,0.0,2130.7,2130.7,SILLA,Venta,,,,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
103182,40000,30000.0,2,1996-S,,2023-02-25,2023-04-16,"ATLANTA Whiteboard, base",Piece,4.0,1404.3,1095.3,0.0,0.0,5617.2,5617.2,VARIOS,Venta,,,,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
103183,10000,30000.0,2,1960-S,,2023-02-28,2023-04-16,"ROME Guest Chair, green",Piece,2.0,193.7,151.1,0.0,0.0,387.4,387.4,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103183,20000,30000.0,2,1972-S,,2023-02-28,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,5.0,191.0,148.9,0.0,0.0,955.0,955.0,SILLA,Venta,,,,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
103183,30000,30000.0,2,2000-S,,2023-02-28,2023-04-16,"SYDNEY Swivel Chair, green",Piece,7.0,191.0,148.9,0.0,0.0,1337.0,1337.0,SILLA,Venta,,,,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
103184,10000,50000.0,2,1920-S,,2023-02-28,2023-04-16,Mesa de conferencia AMBERES,Unidad,3.0,651.1,508.0,0.0,0.0,1953.3,2363.49,ESCRITORIO,Venta,,,,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
103184,20000,50000.0,2,1988-S,,2023-02-28,2023-04-16,"Silla inv. SEUL, roja",Unidad,4.0,193.7,151.1,0.0,0.0,774.8,937.51,SILLA,Venta,,,,"Silla inv. SEUL, roja",UDS,SILLA,0.0
103185,10000,20000.0,2,1928-S,,2023-03-18,2023-04-16,Lámpara ÁMSTERDAM,Unidad,4.0,55.2,43.1,0.0,0.0,220.8,267.17,VARIOS,Venta,,,,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
103186,10000,10000.0,2,1960-S,,2023-03-19,2023-04-16,"Silla inv. ROMA, verde",Unidad,5.0,193.7,151.1,0.0,0.0,968.5,1171.89,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103187,10000,30000.0,2,1988-S,,2023-03-20,2023-04-16,"SEOUL Guest Chair, red",Piece,2.0,193.7,151.1,0.0,0.0,387.4,387.4,SILLA,Venta,,,,"Silla inv. SEUL, roja",UDS,SILLA,0.0
103188,10000,50000.0,2,1968-S,,2023-03-21,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,2.0,191.0,148.9,0.0,0.0,382.0,462.22,SILLA,Venta,,,,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
103189,10000,40000.0,2,1960-S,,2023-03-22,2023-04-16,"Silla inv. ROMA, verde",stück,2.0,193.7,151.1,0.0,0.0,387.4,387.4,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103190,10000,20000.0,2,1900-S,,2023-03-23,2023-04-16,"Silla inv. PARÍS, negra",Unidad,5.0,193.7,151.1,0.0,0.0,968.5,1171.88,SILLA,Venta,,,,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
103190,20000,20000.0,2,1964-S,,2023-03-23,2023-04-16,"Silla inv. TOKIO, azul",Unidad,7.0,193.7,151.1,0.0,0.0,1355.9,1640.64,SILLA,Venta,,,,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
103190,30000,20000.0,2,1980-S,,2023-03-23,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,4.0,191.0,148.9,0.0,0.0,764.0,924.44,SILLA,Venta,,,,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
103191,10000,10000.0,2,1896-S,,2023-03-23,2023-04-16,Escritorio ATENAS,Unidad,10.0,1005.8,784.6,0.0,0.0,10058.0,12170.18,MESA,Venta,,,,Escritorio ATENAS,UDS,MESA,4.0
103191,20000,10000.0,2,1972-S,,2023-03-23,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,3.0,191.0,148.9,0.0,0.0,573.0,693.33,SILLA,Venta,,,,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
103191,30000,10000.0,2,1996-S,,2023-03-23,2023-04-16,"Pizarra ATLANTA, base",Unidad,7.0,1404.3,1095.3,0.0,0.0,9830.1,11894.42,VARIOS,Venta,,,,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
103192,10000,50000.0,2,1906-S,,2023-03-25,2023-04-16,Pedestal móvil ATENAS,Unidad,10.0,435.8,339.9,0.0,0.0,4358.0,5273.18,ESCRITORIO,Venta,,,,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
103193,10000,30000.0,2,1928-S,,2023-03-26,2023-04-16,Lámpara giratoria roja,Piece,12.0,55.2,43.1,0.0,0.0,662.4,662.4,VARIOS,Venta,,,,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
103194,10000,40000.0,2,1908-S,,2023-03-26,2023-04-16,"Silla giratoria LONDRES, azul",stück,7.0,191.0,148.9,0.0,0.0,1337.0,1337.0,SILLA,Venta,,,,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
103194,20000,40000.0,2,1920-S,,2023-03-26,2023-04-16,Mesa de conferencia AMBERES,stück,3.0,651.1,508.0,0.0,0.0,1953.3,1953.3,ESCRITORIO,Venta,,,,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
103194,30000,40000.0,2,1968-S,,2023-03-26,2023-04-16,"Silla giratoria MÉXICO, negra",stück,6.0,191.0,148.9,0.0,0.0,1146.0,1146.0,SILLA,Venta,,,,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
103194,40000,40000.0,2,1980-S,,2023-03-26,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,0.0,0.0,191.0,191.0,SILLA,Venta,,,,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
103195,10000,20000.0,2,1900-S,,2023-03-28,2023-04-16,"Silla inv. PARÍS, negra",Unidad,5.0,193.7,151.1,0.0,0.0,968.5,1171.89,SILLA,Venta,,,,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
103196,10000,30000.0,2,1896-S,,2023-03-29,2023-04-16,ATHENS Desk,Piece,8.0,1005.8,784.6,0.0,0.0,8046.4,8046.4,MESA,Venta,,,,Escritorio ATENAS,UDS,MESA,4.0
103196,20000,30000.0,2,1936-S,,2023-03-29,2023-04-16,"BERLIN Guest Chair, yellow",Piece,13.0,193.7,151.1,0.0,0.0,2518.1,2518.1,SILLA,Venta,,,,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
103196,30000,30000.0,2,1972-S,,2023-03-29,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,6.0,191.0,148.9,0.0,0.0,1146.0,1146.0,SILLA,Venta,,,,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
103196,40000,30000.0,2,1996-S,,2023-03-29,2023-04-16,"ATLANTA Whiteboard, base",Piece,5.0,1404.3,1095.3,0.0,0.0,7021.5,7021.5,VARIOS,Venta,,,,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
103197,10000,50000.0,2,1920-S,,2023-03-31,2023-04-16,Mesa de conferencia AMBERES,Unidad,3.0,651.1,508.0,0.0,0.0,1953.3,2363.49,ESCRITORIO,Venta,,,,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
103197,20000,50000.0,2,1988-S,,2023-03-31,2023-04-16,"Silla inv. SEUL, roja",Unidad,5.0,193.7,151.1,0.0,0.0,968.5,1171.89,SILLA,Venta,,,,"Silla inv. SEUL, roja",UDS,SILLA,0.0
103198,10000,30000.0,2,1960-S,,2023-04-01,2023-04-16,"ROME Guest Chair, green",Piece,2.0,193.7,151.1,0.0,0.0,387.4,387.4,SILLA,Venta,,,,"Silla inv. ROMA, verde",UDS,SILLA,2.0
103198,20000,30000.0,2,2000-S,,2023-04-01,2023-04-16,"SYDNEY Swivel Chair, green",Piece,8.0,191.0,148.9,0.0,0.0,1528.0,1528.0,SILLA,Venta,,,,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
103199,10000,10000.0,2,1969-W,,2023-01-19,2023-04-16,Conjunto de conferencia 1,Unidad,5.0,343.5,0.0,0.0,0.0,1717.5,2078.18,,Venta,,,,Conjunto de conferencia 1,UDS,,-7.0
103200,10000,10000.0,2,1965-W,,2023-01-20,2023-04-16,Paquete de conferencia 2-8,Unidad,6.0,235.0,0.0,0.0,0.0,1410.0,1706.1,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103201,10000,10000.0,2,1965-W,,2023-01-21,2023-04-16,Paquete de conferencia 2-8,Unidad,11.0,235.0,0.0,0.0,0.0,2585.0,3127.85,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103202,10000,10000.0,2,1953-W,,2023-01-26,2023-04-16,Sección invitados 1,Unidad,2.0,126.4,0.0,0.0,0.0,252.8,305.89,,Venta,,,,Sección invitados 1,UDS,,-49.0
103203,10000,10000.0,2,1953-W,,2023-02-05,2023-04-16,Sección invitados 1,Unidad,23.0,126.4,0.0,0.0,0.0,2907.2,3517.71,,Venta,,,,Sección invitados 1,UDS,,-49.0
103204,10000,10000.0,2,1965-W,,2023-02-15,2023-04-16,Paquete de conferencia 2-8,Unidad,1.0,235.0,0.0,0.0,0.0,235.0,284.35,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103205,10000,20000.0,2,1969-W,,2023-01-22,2023-04-16,Conjunto de conferencia 1,Unidad,2.0,343.5,0.0,0.0,0.0,687.0,831.27,,Venta,,,,Conjunto de conferencia 1,UDS,,-7.0
103206,10000,20000.0,2,1965-W,,2023-01-27,2023-04-16,Paquete de conferencia 2-8,Unidad,20.0,235.0,0.0,0.0,0.0,4700.0,5687.0,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103207,10000,20000.0,2,1965-W,,2023-01-27,2023-04-16,Paquete de conferencia 2-8,Unidad,4.0,235.0,0.0,0.0,0.0,940.0,1137.4,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103208,10000,20000.0,2,1953-W,,2023-02-05,2023-04-16,Sección invitados 1,Unidad,10.0,126.4,0.0,0.0,0.0,1264.0,1529.44,,Venta,,,,Sección invitados 1,UDS,,-49.0
103209,10000,20000.0,2,1953-W,,2023-02-10,2023-04-16,Sección invitados 1,Unidad,14.0,126.4,0.0,0.0,0.0,1769.6,2141.22,,Venta,,,,Sección invitados 1,UDS,,-49.0
103210,10000,20000.0,2,1965-W,,2023-02-15,2023-04-16,Paquete de conferencia 2-8,Unidad,2.0,235.0,0.0,0.0,0.0,470.0,568.7,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103211,10000,30000.0,2,1965-W,,2023-01-18,2023-04-16,Confenrence Bundle 2-8,Piece,4.0,235.0,0.0,0.0,0.0,940.0,940.0,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103212,10000,30000.0,2,1965-W,,2023-01-21,2023-04-16,Confenrence Bundle 2-8,Piece,11.0,235.0,0.0,0.0,0.0,2585.0,2585.0,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103213,10000,40000.0,2,1965-W,,2023-01-22,2023-04-16,Paquete de conferencia 2-8,stück,20.0,235.0,0.0,0.0,0.0,4700.0,4700.0,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
103214,10000,40000.0,2,1965-W,,2023-01-27,2023-04-16,Paquete de conferencia 2-8,stück,2.0,235.0,0.0,0.0,0.0,470.0,470.0,,Venta,,,,Paquete de conferencia 2-8,UDS,,-81.0
108001,10000,,2,1896-S,,2022-01-01,,Escritorio ATENAS,Unidad,4.0,,,0.0,0.0,3138.4,,MESA,Compra,20000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108002,10000,,2,1906-S,,2022-01-01,,Pedestal móvil ATENAS,Unidad,5.0,,,0.0,0.0,1699.5,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108003,10000,,2,1908-S,,2022-01-01,,"Silla giratoria LONDRES, azul",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108004,10000,,2,1928-S,,2022-01-01,,Lámpara ÁMSTERDAM,Unidad,8.0,,,0.0,0.0,344.8,,VARIOS,Compra,40000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108005,10000,,2,1936-S,,2022-01-01,,"Silla invit. BERLÍN, amar.",Unidad,10.0,,,0.0,0.0,1511.0,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108006,10000,,2,1960-S,,2022-01-01,,"Silla inv. ROMA, verde",Unidad,2.0,,,0.0,0.0,302.2,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108007,10000,,2,1964-S,,2022-01-01,,"TOKYO Guest Chair, blue",Unidad,4.0,,,0.0,0.0,604.4,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108008,10000,,2,2000-S,,2022-01-01,,"Silla giratoria SIDNEY, verde",Unidad,10.0,,,0.0,0.0,1489.0,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108009,10000,,2,1968-S,PRINCIPAL,2022-01-01,,"Silla giratoria MÉXICO, negra",Unidad,2.0,,,0.0,0.0,297.8,,SILLA,Compra,40000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108010,10000,,2,1968-S,ESTE,2022-01-01,,"Silla giratoria MÉXICO, negra",Unidad,3.0,,,0.0,0.0,446.7,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108011,10000,,2,1968-S,OESTE,2022-01-01,,"MEXICO Swivel Chair, black",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,10000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108012,10000,,2,1996-S,,2022-11-01,,"Pizarra ATLANTA, base",Unidad,5.0,,,0.0,0.0,5476.5,,VARIOS,Compra,50000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108013,10000,,2,1920-S,,2022-09-01,,Mesa de conferencia AMBERES,Unidad,10.0,,,0.0,0.0,5080.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108014,10000,,2,1936-S,,2022-12-01,,"Silla invit. BERLÍN, amar.",Unidad,90.0,,,0.0,0.0,13599.0,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108015,10000,,2,2000-S,,2022-12-01,,"Silla giratoria SIDNEY, verde",Unidad,28.0,,,0.0,0.0,4169.2,,SILLA,Compra,40000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108016,10000,,2,1996-S,,2022-12-01,,"Pizarra ATLANTA, base",Unidad,5.0,,,0.0,0.0,5476.5,,VARIOS,Compra,30000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108017,10000,,2,1908-S,,2022-01-09,,"Silla giratoria LONDRES, azul",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108017,20000,,2,1988-S,,2022-01-09,,"Silla inv. SEUL, roja",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108018,10000,,2,1920-S,,2022-01-09,,Mesa de conferencia AMBERES,Unidad,5.0,,,0.0,0.0,2540.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108019,10000,,2,1972-S,,2022-01-10,,"Silla giratoria MUNICH, amar.",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108020,10000,,2,1968-S,,2022-01-11,,"Silla giratoria MÉXICO, negra",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108021,10000,,2,1900-S,,2022-01-12,,"Silla inv. PARÍS, negra",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108021,20000,,2,1980-S,,2022-01-12,,"Silla giratoria MOSCÚ, roja",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108022,10000,,2,1936-S,,2022-01-12,,"BERLIN Guest Chair, yellow",Unidad,8.0,,,0.0,0.0,1208.8,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108023,10000,,2,1896-S,,2022-01-13,,Escritorio ATENAS,Unidad,9.0,,,0.0,0.0,7061.4,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
108024,10000,,2,1960-S,,2022-01-14,,"Silla inv. ROMA, verde",Unidad,7.0,,,0.0,0.0,1057.7,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. ROMA, verde",UDS,SILLA,2.0
108025,10000,,2,1928-S,,2022-01-15,,Lámpara ÁMSTERDAM,Unidad,10.0,,,0.0,0.0,431.0,,VARIOS,Compra,30000.0,2022-01-01,43.1,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0
108026,10000,,2,1996-S,,2022-01-15,,"Pizarra ATLANTA, base",Unidad,7.0,,,0.0,0.0,7667.1,,VARIOS,Compra,40000.0,2022-01-01,1095.3,"Pizarra ATLANTA, base",UDS,VARIOS,10.0
108027,10000,,2,1964-S,,2022-01-16,,"Silla inv. TOKIO, azul",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,40000.0,2022-01-01,151.1,"Silla inv. TOKIO, azul",UDS,SILLA,4.0
108028,10000,,2,2000-S,,2022-01-16,,"Silla giratoria SIDNEY, verde",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0
108029,10000,,2,1906-S,,2022-01-17,,Pedestal móvil ATENAS,Unidad,6.0,,,0.0,0.0,2039.4,,ESCRITORIO,Compra,30000.0,2022-01-01,339.9,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0
108030,10000,,2,1908-S,,2022-02-09,,"Silla giratoria LONDRES, azul",Unidad,5.0,,,0.0,0.0,744.5,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0
108030,20000,,2,1988-S,,2022-02-09,,"Silla inv. SEUL, roja",Unidad,5.0,,,0.0,0.0,755.5,,SILLA,Compra,20000.0,2022-01-01,151.1,"Silla inv. SEUL, roja",UDS,SILLA,0.0
108031,10000,,2,1920-S,,2022-02-09,,Mesa de conferencia AMBERES,Unidad,4.0,,,0.0,0.0,2032.0,,ESCRITORIO,Compra,40000.0,2022-01-01,508.0,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0
108032,10000,,2,1972-S,,2022-02-10,,"Silla giratoria MUNICH, amar.",Unidad,7.0,,,0.0,0.0,1042.3,,SILLA,Compra,30000.0,2022-01-01,148.9,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0
108033,10000,,2,1900-S,,2022-02-11,,"Silla inv. PARÍS, negra",Unidad,10.0,,,0.0,0.0,1511.0,,SILLA,Compra,50000.0,2022-01-01,151.1,"Silla inv. PARÍS, negra",UDS,SILLA,0.0
108033,20000,,2,1980-S,,2022-02-11,,"Silla giratoria MOSCÚ, roja",Unidad,4.0,,,0.0,0.0,595.6,,SILLA,Compra,50000.0,2022-01-01,148.9,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0
108034,10000,,2,1936-S,,2022-02-11,,"BERLIN Guest Chair, yellow",Unidad,9.0,,,0.0,0.0,1359.9,,SILLA,Compra,10000.0,2022-01-01,151.1,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0
108035,10000,,2,1968-S,,2022-02-11,,"Silla giratoria MÉXICO, negra",Unidad,6.0,,,0.0,0.0,893.4,,SILLA,Compra,20000.0,2022-01-01,148.9,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0
108036,10000,,2,1896-S,,2022-02-13,,Escritorio ATENAS,Unidad,13.0,,,0.0,0.0,10199.8,,MESA,Compra,50000.0,2022-01-01,784.6,Escritorio ATENAS,UDS,MESA,4.0
